Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
JN183889,West Nile virus,USA,CT,,cell supernatant,culex restuans,2003,"    Direct Submission
  ",mosquito,Culex
HM488115,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488129,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2000,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488130,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2000,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488139,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488147,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2004,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488159,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488174,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488176,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488208,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2002,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488212,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488217,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488220,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488234,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM756650,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM756654,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HQ671696,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2001,"    Direct Submission
  ",mosquito,Culex
HQ671714,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2001,"    Direct Submission
  ",mosquito,Culex
HQ671718,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2001,"    Direct Submission
  ",mosquito,Culex
JF920747,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2008,"    Direct Submission
  ",mosquito,Culex
HM488253,West Nile virus,USA,IL,,,culex sp.,2006,"    Direct Submission
  ",mosquito,Culex
HM488254,West Nile virus,USA,IL,,,culex sp.,2007,"    Direct Submission
  ",mosquito,Culex
JN183895,West Nile virus,,,,midgut,culex sp.,,"    Direct Submission
  ",mosquito,Culex
JN183896,West Nile virus,,,,midgut,culex sp.,,"    Direct Submission
  ",mosquito,Culex
JN183897,West Nile virus,,,,midgut,culex sp.,,"    Direct Submission
  ",mosquito,Culex
KJ501222,West Nile virus,USA,,,mosquito pool,culex sp.,2012,"    Direct Submission
  ",mosquito,Culex
KJ501142,West Nile virus,USA,,,mosquito pool,culex stigmatosoma,2011,"    Direct Submission
  ",mosquito,Culex
KJ501148,West Nile virus,USA,,,mosquito pool,culex stigmatosoma,2011,"    Direct Submission
  ",mosquito,Culex
GQ379158,West Nile virus,USA,CA,,,culex tarsalis,39295,"    Complete genome sequences and phylogenetic analysis of two West
            Nile virus strains isolated from equines in Argentina in 2006
  ",mosquito,Culex
JF703161,West Nile virus,USA,,,,culex tarsalis,38170,"    North American West Nile virus genotype isolates demonstrate
            differential replicative capacities in response to temperature
  ",mosquito,Culex
JF703162,West Nile virus,USA,,,,culex tarsalis,37803,"    North American West Nile virus genotype isolates demonstrate
            differential replicative capacities in response to temperature
  ",mosquito,Culex
JF703163,West Nile virus,USA,,,,culex tarsalis,38664,"    North American West Nile virus genotype isolates demonstrate
            differential replicative capacities in response to temperature
  ",mosquito,Culex
KJ501096,West Nile virus,USA,,,mosquito pool,culex tarsalis,2011,"    Direct Submission
  ",mosquito,Culex
KJ501099,West Nile virus,USA,,,mosquito pool,culex tarsalis,2009,"    Direct Submission
  ",mosquito,Culex
KJ501100,West Nile virus,USA,,,mosquito pool,culex tarsalis,2009,"    Direct Submission
  ",mosquito,Culex
KJ501102,West Nile virus,USA,,,mosquito pool,culex tarsalis,2009,"    Direct Submission
  ",mosquito,Culex
KJ501103,West Nile virus,USA,,,mosquito pool,culex tarsalis,2003,"    Direct Submission
  ",mosquito,Culex
KJ501104,West Nile virus,USA,,,mosquito pool,culex tarsalis,2003,"    Direct Submission
  ",mosquito,Culex
KJ501105,West Nile virus,USA,,,mosquito pool,culex tarsalis,2003,"    Direct Submission
  ",mosquito,Culex
KJ501106,West Nile virus,USA,,,mosquito pool,culex tarsalis,2008,"    Direct Submission
  ",mosquito,Culex
KJ501107,West Nile virus,USA,,,mosquito pool,culex tarsalis,2003,"    Direct Submission
  ",mosquito,Culex
KJ501108,West Nile virus,USA,,,mosquito pool,culex tarsalis,2007,"    Direct Submission
  ",mosquito,Culex
KJ501109,West Nile virus,USA,,,mosquito pool,culex tarsalis,2008,"    Direct Submission
  ",mosquito,Culex
KJ501110,West Nile virus,USA,,,mosquito pool,culex tarsalis,2009,"    Direct Submission
  ",mosquito,Culex
KJ501111,West Nile virus,USA,,,mosquito pool,culex tarsalis,2009,"    Direct Submission
  ",mosquito,Culex
KJ501112,West Nile virus,USA,,,mosquito pool,culex tarsalis,2007,"    Direct Submission
  ",mosquito,Culex
KJ501113,West Nile virus,USA,,,mosquito pool,culex tarsalis,2008,"    Direct Submission
  ",mosquito,Culex
KJ501114,West Nile virus,USA,,,mosquito pool,culex tarsalis,2007,"    Direct Submission
  ",mosquito,Culex
KJ501115,West Nile virus,USA,,,mosquito pool,culex tarsalis,2005,"    Direct Submission
  ",mosquito,Culex
KJ501119,West Nile virus,USA,,,mosquito pool,culex tarsalis,2005,"    Direct Submission
  ",mosquito,Culex
KJ501123,West Nile virus,USA,,,mosquito pool,culex tarsalis,2004,"    Direct Submission
  ",mosquito,Culex
KJ501125,West Nile virus,USA,,,mosquito pool,culex tarsalis,2004,"    Direct Submission
  ",mosquito,Culex
KJ501170,West Nile virus,USA,,,mosquito pool,culex tarsalis,2011,"    Direct Submission
  ",mosquito,Culex
KJ501186,West Nile virus,USA,,,mosquito pool,culex tarsalis,2005,"    Direct Submission
  ",mosquito,Culex
KJ501195,West Nile virus,USA,,,mosquito pool,culex tarsalis,2007,"    Direct Submission
  ",mosquito,Culex
KJ501206,West Nile virus,USA,,,mosquito pool,culex tarsalis,2008,"    Direct Submission
  ",mosquito,Culex
KJ501211,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501214,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501217,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501220,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501224,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501226,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501229,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
KJ501230,West Nile virus,USA,,,mosquito pool,culex tarsalis,2012,"    Direct Submission
  ",mosquito,Culex
MG004528,West Nile virus,USA,AZ,,mosquito pool,culex tarsalis,42164,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004530,West Nile virus,USA,AZ,,mosquito pool,culex tarsalis,42663,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
MG004531,West Nile virus,USA,AZ,,mosquito pool,culex tarsalis,42501,"    Evidence for persistent establishment of West Nile Virus in the
            Phoenix Metropolitan area
  ",mosquito,Culex
HM488132,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2000,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488210,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488215,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488216,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488221,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488222,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488223,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488224,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488231,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488232,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488235,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488236,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM756656,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM756658,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM756659,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HQ671712,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2000,"    Direct Submission
  ",mosquito,Culiseta
HQ671716,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2001,"    Direct Submission
  ",mosquito,Culiseta
JF920758,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2009,"    Direct Submission
  ",mosquito,Culiseta
JF972636,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2008,"    Direct Submission
  ",mosquito,Culiseta
HM488183,West Nile virus,USA,IL,,,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
HM488184,West Nile virus,USA,IL,,,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
HM488185,West Nile virus,USA,IL,,,cyanocitta cristata,2003,"    Direct Submission
  ",bird,Blue Jay
HM488189,West Nile virus,USA,IL,,,cyanocitta cristata,2004,"    Direct Submission
  ",bird,Blue Jay
HM488195,West Nile virus,USA,IL,,,cyanocitta cristata,2005,"    Direct Submission
  ",bird,Blue Jay
HM488202,West Nile virus,USA,NY,,blue jay brain,cyanocitta cristata,2007,"    Direct Submission
  ",bird,Blue Jay
HM488207,West Nile virus,USA,NY,,blue jay brain,cyanocitta cristata,2008,"    Direct Submission
  ",bird,Blue Jay
HM488240,West Nile virus,USA,NY,,blue jay brain,cyanocitta cristata,2008,"    Direct Submission
  ",bird,Blue Jay
HM756676,West Nile virus,USA,IL,,,cyanocitta cristata,2003,"    Direct Submission
  ",bird,Blue Jay
HQ705669,West Nile virus,USA,IL,,,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
JN183885,West Nile virus,USA,NY,,brain,cyanocitta cristata,2008,"    Direct Submission
  ",bird,Blue Jay
JN183886,West Nile virus,USA,NY,,brain,cyanocitta cristata,2008,"    Direct Submission
  ",bird,Blue Jay
KJ501233,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2001,"    Direct Submission
  ",bird,Blue Jay
KJ501234,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2001,"    Direct Submission
  ",bird,Blue Jay
KJ501235,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2001,"    Direct Submission
  ",bird,Blue Jay
KJ501270,West Nile virus,USA,NJ,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501272,West Nile virus,USA,NY,,kidney and spleen,cyanocitta cristata,2003,"    Direct Submission
  ",bird,Blue Jay
KJ501273,West Nile virus,USA,NC,,kidney and spleen,cyanocitta cristata,2003,"    Direct Submission
  ",bird,Blue Jay
KJ501279,West Nile virus,USA,PA,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501281,West Nile virus,USA,TN,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501284,West Nile virus,USA,WI,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501287,West Nile virus,USA,,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501309,West Nile virus,USA,MS,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501311,West Nile virus,USA,MS,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501333,West Nile virus,USA,VA,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501449,West Nile virus,USA,PA,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501455,West Nile virus,USA,AL,,kidney and spleen,cyanocitta cristata,2001,"    Direct Submission
  ",bird,Blue Jay
KJ501458,West Nile virus,USA,MO,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501464,West Nile virus,USA,MD,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501475,West Nile virus,USA,KS,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501510,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KJ501511,West Nile virus,USA,AR,,kidney and spleen,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
KX547593,West Nile virus,USA,NY,,,cyanocitta cristata,37892,"    Direct Submission
  ",bird,Blue Jay
KJ501239,,,,,,double crested cormorant,2008,,bird,Other Birds
KJ501240,,,,,,double crested cormorant,2008,,bird,Other Birds
KJ501382,,,,,,double crested cormorant,2003,,bird,Other Birds
OP609806,West Nile virus,Italy,,,,egretta garzetta,44771,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Other Birds
AF404757,West Nile virus,Italy,,,,equine,,"    Complete genome sequences and phylogenetic analysis of West Nile
            virus strains isolated from the United States, Europe, and the
            Middle East
  ",other_species,
GQ379160,West Nile virus,Argentina,,,brain,equine,38749,"    Complete genome sequences and phylogenetic analysis of two West
            Nile virus strains isolated from equines in Argentina in 2006
  ",other_species,
GQ379161,West Nile virus,Argentina,,,brain,equine,38749,"    Complete genome sequences and phylogenetic analysis of two West
            Nile virus strains isolated from equines in Argentina in 2006
  ",other_species,
KJ958922,West Nile virus,Turkey,,,blood,equine,2011,"    Close Relationship between West Nile Virus from Turkey and Lineage
            1 Strain from Central African Republic
  ",other_species,
MH643887,West Nile virus,Brazil,,,brain,equine,43216,"    First isolation of West Nile virus in Brazil
  ",other_species,
MT863559,West Nile virus,France,,,,equus caballus,42280,"    Contrasted Epidemiological Patterns of West Nile Virus Lineages 1
            and 2 Infections in France from 2015 to 2019
  ",other_species,
MT905060,West Nile virus,Brazil,"Espirito Santo state, Joao Neiva",,Central Nervous System,equus caballus,43629,"    Evidence for current circulation of an ancient West Nile virus
            strain (NY99) in Brazil
  ",other_species,
OP609811,West Nile virus,Italy,,,,equus caballus,44777,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",other_species,
KJ501509,West Nile virus,USA,WI,,kidney and spleen,euphagus cyanocephalus,2001,"    Direct Submission
  ",bird,Passeriformes
KJ501268,West Nile virus,USA,NJ,,kidney and spleen,falco,2001,"    Direct Submission
  ",bird,Falconiformes
HM488244,West Nile virus,USA,NY,,American kestrel brain,falco sparverius,2008,"    Direct Submission
  ",bird,Falconiformes
KJ501269,West Nile virus,USA,NJ,,kidney and spleen,falco sparverius,2001,"    Direct Submission
  ",bird,Falconiformes
KJ501499,West Nile virus,USA,MD,,kidney and spleen,falco sparverius,2003,"    Direct Submission
  ",bird,Falconiformes
KJ501441,,,,,,ferruginous hawk,2008,,bird,Accipitriformes
KF367469,West Nile virus,British Virgin Islands,Necker Island,,heart,flamingo,41363,"    West Nile Virus in the British Virgin Islands
  ",bird,Other Birds
KM083619,West Nile virus,USA,,,,flamingo,1999,"    Complete Genome Sequence of West Nile Virus Strains Used for the
            Formulation of CBER/FDA RNA Reference Reagents and Lot Release
            Panels for Nucleic Acid Testing
  ",bird,Other Birds
MZ605381,West Nile virus,USA,,,,flamingo,1999,"    West Nile virus reference strains
  ",bird,Other Birds
W0918,,,Virgin Islands,,,flamingo,2013,,bird,Other Birds
GQ379159,West Nile virus,USA,CA,,,fox squirrel,39661,"    Complete genome sequences and phylogenetic analysis of two West
            Nile virus strains isolated from equines in Argentina in 2006
  ",other_species,
HQ671691,West Nile virus,,,,kidney,gallus gallus,,"    Direct Submission
  ",bird,Other Birds
HQ671692,West Nile virus,,,,kidney,gallus gallus,,"    Direct Submission
  ",bird,Other Birds
HQ671693,West Nile virus,,,,kidney,gallus gallus,,"    Direct Submission
  ",bird,Other Birds
HQ671694,West Nile virus,,,,kidney,gallus gallus,,"    Direct Submission
  ",bird,Other Birds
HQ671695,West Nile virus,,,,skin,gallus gallus,,"    Direct Submission
  ",bird,Other Birds
HQ705677,West Nile virus,,,,kidney,gallus gallus,,"    Direct Submission
  ",bird,Other Birds
HQ705678,West Nile virus,,,,kidney,gallus gallus,,"    Direct Submission
  ",bird,Other Birds
JF357960,West Nile virus,,,,skin,gallus gallus,,"    Direct Submission
  ",bird,Other Birds
JN183893,West Nile virus,,,,kidney,gallus gallus,,"    Direct Submission
  ",bird,Other Birds
JN183894,West Nile virus,,,,kidney,gallus gallus,,"    Direct Submission
  ",bird,Other Birds
OP609804,West Nile virus,Italy,,,,garrulus glandarius,44762,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",bird,Passeriformes
DQ118127,West Nile virus,Hungary,,,,goose,,"    Lineage 1 and 2 strains of encephalitic West Nile virus, central
            Europe
  ",bird,Other Birds
KJ501376,,,,,,great horned owl,2002,,bird,Strigiformes
KJ501377,,,,,,great horned owl,2001,,bird,Strigiformes
KJ501380,,,,,,great horned owl,2002,,bird,Strigiformes
KJ501446,,,,,,great horned owl,2003,,bird,Strigiformes
JF719067,West Nile virus,Italy,,,,gull,40118,"    Phylogenetic relationships of Western Mediterranean West Nile virus
            strains (1996-2010) using full-length genome sequences: single or
            multiple introductions?
  ",bird,Charadriiformes
KJ501314,West Nile virus,USA,DC,,feather pulp,haemorhous mexicanus,2003,"    Direct Submission
  ",bird,Passeriformes
KJ501327,West Nile virus,USA,MT,,brain,haliaeetus leucocephalus,2003,"    Direct Submission
  ",bird,Accipitriformes
KJ501438,West Nile virus,USA,,,feather,haliaeetus leucocephalus,2010,"    Direct Submission
  ",bird,Accipitriformes
KJ501471,West Nile virus,USA,AZ,,feather pulp,haliaeetus leucocephalus,2005,"    Direct Submission
  ",bird,Accipitriformes
KJ501497,,,,,,hawk,2001,,bird,Accipitriformes
AY646354,West Nile virus,USA,NY,,serum,homo sapiens,2002,"    Complete Genome Sequence of West Nile Virus Strains Used for the
            Formulation of CBER/FDA RNA Reference Reagents and Lot Release
            Panels for Nucleic Acid Testing
  ",human,
GU011992,West Nile virus,Italy,,,blood donor,homo sapiens,2009,"    Genome sequence analysis of the first human West Nile virus
            isolated in Italy in 2009
  ",human,
HM051416,West Nile virus,Israel,,,,homo sapiens,1953,"    Direct Submission
  ",human,
JQ700438,West Nile virus,USA,,,,homo sapiens,2011,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",human,
JQ700439,West Nile virus,USA,,,,homo sapiens,2011,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",human,
JQ700440,West Nile virus,USA,,,,homo sapiens,2011,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",human,
JQ700441,West Nile virus,USA,,,,homo sapiens,2011,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",human,
JQ700442,West Nile virus,USA,,,,homo sapiens,2011,"    Evolutionary dynamics of west nile virus in the United States,
            1999-2011: phylogeny, selection pressure and evolutionary
            time-scale analysis
  ",human,
JQ928174,West Nile virus,Italy,"Veneto region, Treviso",,plasma from blood donor,homo sapiens,40787,"    New endemic West Nile virus lineage 1a in northern Italy, July 2012
  ",human,
JQ928175,West Nile virus,Italy,"Veneto region, Treviso",,urine from infected transplant                     recipient,homo sapiens,40787,"    New endemic West Nile virus lineage 1a in northern Italy, July 2012
  ",human,
JX041634,West Nile virus,Russia,Astrakhan region,,,homo sapiens,1999,"    Direct Submission
  ",human,
JX556213,West Nile virus,Italy,"Veneto region, Venice province",,cultured viral isolate from blood                     donor,homo sapiens,41124,"    Clinical and virological findings in the ongoing outbreak of West
            Nile virus Livenza strain in northern Italy, July to September 2012
  ",human,
KC601756,West Nile virus,India,Kerala,,,homo sapiens,40575,"    Complete genome sequence of west nile virus isolated from alappuzha
            district, kerala, India
  ",human,
KC954092,West Nile virus,Italy,"Veneto region, Portogruaro",,cultured from urine,homo sapiens,41153,"    Large human outbreak of West Nile virus infection in north-eastern
            Italy in 2012
  ",human,
KF234080,West Nile virus,Italy,Emilia-Romagna region,,patient with neuroinvasive WNV,homo sapiens,2009,"    Characterization of the mouse neuroinvasiveness of selected
            European strains of west nile virus
  ",human,
KF647253,West Nile virus,Italy,"Veneto region, Rovigo",,plasma,homo sapiens,41487,"    Whole genome sequencing and phylogenetic analysis of West Nile
            virus lineage 1 and lineage 2 from human cases of infection, Italy,
            August 2013
  ",human,
KJ786934,West Nile virus,USA,NY,,,homo sapiens,2001,"    Direct Submission
  ",human,
KT934797,Kunjin virus,Australia,New South Wales,,,homo sapiens,1991,"    Genetic and phenotypic markers of virulence and evolution in West
            Nile virus strains circulating in Australia over the last 50 years
  ",human,
MF797870,West Nile virus,Cyprus,,,urine,homo sapiens,42552,"    Complete genome sequence and phylogenetic characterization of the
            first West-nile virus identified in Cyprus
  ",human,
OP609790,West Nile virus,Italy,,,,homo sapiens,44746,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609791,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609792,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609793,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609794,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609795,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609796,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609797,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP609798,West Nile virus,Italy,,,,homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",human,
OP617270,West Nile virus,Turkey,,,,homo sapiens,2018,"    Direct Submission
  ",human,
JN858069,West Nile virus,Italy,,,urine from infected transplant                     recipient,homo sapiens; age: 48; sex: male,40787,"    Direct Submission
  ",human,
AF260967,West Nile virus,USA,NY,,,horse,1999,"    Complete genomic sequence of West Nile virus equine isolate New
            York 1999
  ",other_species,
JF719069,West Nile virus,Spain,,,brain,horse,40391,"    Phylogenetic relationships of Western Mediterranean West Nile virus
            strains (1996-2010) using full-length genome sequences: single or
            multiple introductions?
  ",other_species,
MW420987,West Nile virus,Brazil,Piaui,,red blood cells,horse,44064,"    Direct Submission
  ",other_species,
MW420988,West Nile virus,Brazil,Sao Paulo,,red blood cells,horse,43676,"    Direct Submission
  ",other_species,
MW420989,West Nile virus,Brazil,Minas Gerais,,red blood cells,horse,43292,"    Direct Submission
  ",other_species,
OQ689696,West Nile virus,Italy,Sicily,,,horse,44855,"    Direct Submission
  ",other_species,
OQ689697,West Nile virus,Italy,Sicily,,,horse,44846,"    Direct Submission
  ",other_species,
KJ501341,,,,,,house finch,2005,,bird,Passeriformes
