Name,organism,country,city/state,county,isolation_source,host,collection_date, 
OP345086,West Nile virus,Russia, Volgograd,,,Culex pipiens,2021,"    Direct Submission
  "
OP345087,West Nile virus,Russia, Volgograd,,,Culex pipiens,2021,"    Direct Submission
  "
OP345088,West Nile virus,Russia, Volgograd,,,Culex pipiens,2021,"    Direct Submission
  "
OP345089,West Nile virus,Russia, Volgograd,,,Culex pipiens,2021,"    Direct Submission
  "
OP345090,West Nile virus,Russia, Volgograd,,,Culex pipiens,2021,"    Direct Submission
  "
OP345091,West Nile virus,Russia, Volgograd,,,Culex pipiens,2021,"    Direct Submission
  "
OP345092,West Nile virus,Russia, Volgograd,,,Culex pipiens,2021,"    Direct Submission
  "
OP345093,West Nile virus,Russia, Volgograd,,,Culex pipiens,2021,"    Direct Submission
  "
OP345094,West Nile virus,Russia, Volgograd,,,Culex pipiens,2021,"    Direct Submission
  "
OP345095,West Nile virus,Russia, Volgograd,,,Culex modestus,2021,"    Direct Submission
  "
OP345096,West Nile virus,Russia, Volgograd,,,Culex modestus,2021,"    Direct Submission
  "
OP345097,West Nile virus,Russia, Volgograd,,,Hyalomma marginatum,2021,"    Direct Submission
  "
OP345098,West Nile virus,Russia, Urupinsk,,,Anopheles maculipennis,2021,"    Direct Submission
  "
OP345099,West Nile virus,Russia, Rostov,,,Corvus frugilegus,2021,"    Direct Submission
  "
OP345100,West Nile virus,Russia, Dagestan,,,Culex pipiens,2021,"    Direct Submission
  "
OP345101,West Nile virus,Russia, Astrakhan,,,Culex modestus,2021,"    Direct Submission
  "
OP345102,West Nile virus,Russia, Volgograd,,,Coloeus monedula,2020,"    Direct Submission
  "
OP345103,West Nile virus,Russia, Volgograd,,,Podiceps cristatus,2020,"    Direct Submission
  "
OP345104,West Nile virus,Russia, Rostov,,,Corvus frugilegus,2020,"    Direct Submission
  "
OP345105,West Nile virus,Russia, Volgograd,,,Culex pipiens,2020,"    Direct Submission
  "
OP345106,West Nile virus,Russia, Volgograd,,,Culex pipiens,2020,"    Direct Submission
  "
OP345107,West Nile virus,Russia, Volgograd,,,Homo sapiens,2019,"    Direct Submission
  "
OP345108,West Nile virus,Russia, Volgograd,,,Culex pipiens,2019,"    Direct Submission
  "
OP609790,West Nile virus,Italy,,,,Homo sapiens,44746,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609791,West Nile virus,Italy,,,,Homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609792,West Nile virus,Italy,,,,Homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609793,West Nile virus,Italy,,,,Homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609794,West Nile virus,Italy,,,,Homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609795,West Nile virus,Italy,,,,Homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609796,West Nile virus,Italy,,,,Homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609797,West Nile virus,Italy,,,,Homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609798,West Nile virus,Italy,,,,Homo sapiens,2022,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609799,West Nile virus,Italy,,,,Larus michahellis,44743,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609800,West Nile virus,Italy,,,,Passer domesticus,44746,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609801,West Nile virus,Italy,,,,Turdus merula,44750,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609802,West Nile virus,Italy,,,,Athene noctua,44754,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609803,West Nile virus,Italy,,,,Pica pica,44756,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609804,West Nile virus,Italy,,,,Garrulus glandarius,44762,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609805,West Nile virus,Italy,,,,Columba palumbus,44762,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609806,West Nile virus,Italy,,,,Egretta garzetta,44771,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609807,West Nile virus,Italy,,,,Pica pica,44771,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609808,West Nile virus,Italy,,,,Pica pica,44771,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609809,West Nile virus,Italy,,,,Corvus corone,44776,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609810,West Nile virus,Italy,,,,Culex pipiens,44777,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609811,West Nile virus,Italy,,,,Equus caballus,44777,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609812,West Nile virus,Italy,,,,Corvus corone,44780,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609813,West Nile virus,Italy,,,,Culex pipiens,44782,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609814,West Nile virus,Italy,,,,Culex pipiens,44784,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP609815,West Nile virus,Italy,,,,Corvus corone,44790,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  "
OP617270,West Nile virus,Turkey,,,,Homo sapiens,2018,"    Direct Submission
  "
OP734238,West Nile virus,Italy, Emilia Romagna,,,Pica pica,44783,"    Direct Submission
  "
OP734239,West Nile virus,Italy, Emilia Romagna,,,Corvus cornix,44783,"    Direct Submission
  "
OP734240,West Nile virus,Italy, Piemonte,,,Culex pipiens,44791,"    Direct Submission
  "
OP734241,West Nile virus,Italy, Piemonte,,,Culex pipiens,44798,"    Direct Submission
  "
OP734242,West Nile virus,Italy, Emilia Romagna,,,Athene noctua,44804,"    Direct Submission
  "
OP734243,West Nile virus,Italy, Emilia Romagna,,,Culex pipiens,44806,"    Direct Submission
  "
OP734244,West Nile virus,Italy, Veneto,,,Passer domesticus,44813,"    Direct Submission
  "
OP804520,West Nile virus,Poland,,,,Corvus cornix,44835,"    Direct Submission
  "
OQ053515,West Nile virus,Greece,,,,Homo sapiens,44804,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053516,West Nile virus,Greece,,,,Homo sapiens,44792,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053517,West Nile virus,Greece,,,,Culex pipiens,44789,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053518,West Nile virus,Greece,,,,Culex pipiens,44768,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053519,West Nile virus,Greece,,,,Culex pipiens,44741,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053520,West Nile virus,Greece,,,,Culex pipiens,44804,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053521,West Nile virus,Greece,,,,Culex pipiens,44811,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053522,West Nile virus,Greece,,,,Culex pipiens,44791,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053523,West Nile virus,Greece,,,,Culex pipiens,44755,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053524,West Nile virus,Greece,,,,Culex pipiens,44771,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053525,West Nile virus,Greece,,,,Culex pipiens,44776,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053526,West Nile virus,Greece,,,,Culex pipiens,44791,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053527,West Nile virus,Greece,,,,Culex pipiens,44795,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053528,West Nile virus,Greece,,,,Culex pipiens,44804,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053529,West Nile virus,Greece,,,,Culex pipiens,44802,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053530,West Nile virus,Greece,,,,Culex pipiens,44789,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053531,West Nile virus,Greece,,,,Culex pipiens,44797,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053532,West Nile virus,Greece,,,,Culex pipiens,44753,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053533,West Nile virus,Greece,,,,Culex pipiens,44797,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053534,West Nile virus,Greece,,,,Culex pipiens,44803,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053535,West Nile virus,Greece,,,,Culex pipiens,44769,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053536,West Nile virus,Greece,,,,Culex pipiens,44781,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053537,West Nile virus,Greece,,,,Culex pipiens,44770,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053538,West Nile virus,Greece,,,,Culex pipiens,44783,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ053539,West Nile virus,Greece,,,,Culex pipiens,44760,"    West Nile Virus in Culex Mosquitoes in Central Macedonia, Greece,
            2022
  "
OQ214888,West Nile virus,Russia, Kalmikia,,,Culex pipiens,2022,"    Direct Submission
  "
OQ214889,West Nile virus,Russia, Stavropol,,,Culex pipiens,2022,"    Direct Submission
  "
OQ214890,West Nile virus,Russia, Volgograd,,,Culex pipiens,2022,"    Direct Submission
  "
OQ214891,West Nile virus,Russia, Volgograd,,,Culex pipiens,2022,"    Direct Submission
  "
OQ357819,West Nile virus,Spain,,,,Culex perexiguus,2022,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  "
OQ357820,West Nile virus,Spain,,,,Culex perexiguus,,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  "
OQ357821,West Nile virus,Spain,,,,Culex perexiguus,2022,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  "
OQ357822,West Nile virus,Spain,,,,Culex perexiguus,2022,"    Re-Emergence of a West Nile Virus (WNV) Variant in South Spain with
            Rapid Spread Capacity
  "
OQ689696,West Nile virus,Italy, Sicily,,,horse,44855,"    Direct Submission
  "
OQ689697,West Nile virus,Italy, Sicily,,,horse,44846,"    Direct Submission
  "
OQ725906,West Nile virus,Germany,,,mosquito homogenate,Culex pipiens,44767,"    Ecological and clinical evidence of the establishment of West Nile
            virus in a large urban area in Europe, Berlin, Germany, 2021 to
            2022
  "
OQ725907,West Nile virus,Germany,,,mosquito homogenate,Culex pipiens,44767,"    Ecological and clinical evidence of the establishment of West Nile
            virus in a large urban area in Europe, Berlin, Germany, 2021 to
            2022
  "
OQ725908,West Nile virus,Germany,,,mosquito homogenate,Culex pipiens,44767,"    Ecological and clinical evidence of the establishment of West Nile
            virus in a large urban area in Europe, Berlin, Germany, 2021 to
            2022
  "
OQ725909,West Nile virus,Germany,,,mosquito homogenate,Culex pipiens,44791,"    Ecological and clinical evidence of the establishment of West Nile
            virus in a large urban area in Europe, Berlin, Germany, 2021 to
            2022
  "
OR605719,West Nile virus,USA,FL,Miami,,Culex quinquefasciatus,43991,"    Direct Submission
  "
OR605720,West Nile virus,USA,FL,Miami,,Culex quinquefasciatus,43991,"    Direct Submission
  "
OR757498,West Nile virus,Russia, Rostov,,serum,,2023,"    Direct Submission
  "
OR757499,West Nile virus,Russia, Krasnodar,,serum,,2023,"    Direct Submission
  "
OR757500,West Nile virus,Russia, Volgograd,,liquor,,2023,"    Direct Submission
  "
OR757501,West Nile virus,Russia, Bashkortostan,,serum,,2023,"    Direct Submission
  "
OR757502,West Nile virus,Russia, Krasnodar,,serum,,2023,"    Direct Submission
  "
OR757503,West Nile virus,Russia, Krasnodar,,liquor,,2023,"    Direct Submission
  "
OR757505,West Nile virus,Russia, Volgograd,,,Hyalomma scupense,2023,"    Direct Submission
  "
OR757506,West Nile virus,Russia, Volgograd,,,Dermacentor marginatus,2023,"    Direct Submission
  "
OR757507,West Nile virus,Russia, Saratov,,,Ochlerotatus communis,2023,"    Direct Submission
  "
OR757508,West Nile virus,Russia, Kabardino-Balkaria,,blood,Homo sapiens,2023,"    Direct Submission
  "
OR757509,West Nile virus,Russia, Astrakhan,,,Culex pipiens,2023,"    Direct Submission
  "
OR757510,West Nile virus,Russia, Chuvashiya,,blood,Homo sapiens,2023,"    Direct Submission
  "
OR757511,West Nile virus,Russia, Krasnodar,,blood,Homo sapiens,2023,"    Direct Submission
  "
OR757512,West Nile virus,Russia, Vladikavkaz,,,Anopheles maculipennis,2023,"    Direct Submission
  "
OU953895,West Nile virus,,,,,,,"    Direct Submission
  "
OU953896,West Nile virus,,,,,,,"    Direct Submission
  "
OU953897,West Nile virus,,,,,,,"    Direct Submission
  "
OU953898,West Nile virus,,,,,,,"    Direct Submission
  "
OX442271,West Nile virus,,,,,,,"    Direct Submission
  "
OX442272,West Nile virus,,,,,,,"    Direct Submission
  "
OX442273,West Nile virus,,,,,,,"    Direct Submission
  "
OX442274,West Nile virus,,,,,,,"    Direct Submission
  "
OX442275,West Nile virus,,,,,,,"    Direct Submission
  "
OX442276,West Nile virus,,,,,,,"    Direct Submission
  "
OX442277,West Nile virus,,,,,,,"    Direct Submission
  "
OX442278,West Nile virus,,,,,,,"    Direct Submission
  "
OX442279,West Nile virus,,,,,,,"    Direct Submission
  "
OX442280,West Nile virus,,,,,,,"    Direct Submission
  "
OX442281,West Nile virus,,,,,,,"    Direct Submission
  "
OX442282,West Nile virus,,,,,,,"    Direct Submission
  "
OX442283,West Nile virus,,,,,,,"    Direct Submission
  "
OX442284,West Nile virus,,,,,,,"    Direct Submission
  "
OX442285,West Nile virus,,,,,,,"    Direct Submission
  "
OX442286,West Nile virus,,,,,,,"    Direct Submission
  "
OX442287,West Nile virus,,,,,,,"    Direct Submission
  "
OX442288,West Nile virus,,,,,,,"    Direct Submission
  "
OX442289,West Nile virus,,,,,,,"    Direct Submission
  "
OX442290,West Nile virus,,,,,,,"    Direct Submission
  "
OX442291,West Nile virus,,,,,,,"    Direct Submission
  "
OX442292,West Nile virus,,,,,,,"    Direct Submission
  "
OX442293,West Nile virus,,,,,,,"    Direct Submission
  "
OX442294,West Nile virus,,,,,,,"    Direct Submission
  "
OX442295,West Nile virus,,,,,,,"    Direct Submission
  "
OX442296,West Nile virus,,,,,,,"    Direct Submission
  "
OX442297,West Nile virus,,,,,,,"    Direct Submission
  "
OX442298,West Nile virus,,,,,,,"    Direct Submission
  "
OX442299,West Nile virus,,,,,,,"    Direct Submission
  "
OX442300,West Nile virus,,,,,,,"    Direct Submission
  "
OX442301,West Nile virus,,,,,,,"    Direct Submission
  "
OX442302,West Nile virus,,,,,,,"    Direct Submission
  "
OX442303,West Nile virus,,,,,,,"    Direct Submission
  "
OX442304,West Nile virus,,,,,,,"    Direct Submission
  "
OX442305,West Nile virus,,,,,,,"    Direct Submission
  "
OX442306,West Nile virus,,,,,,,"    Direct Submission
  "
OX442307,West Nile virus,,,,,,,"    Direct Submission
  "
OX442308,West Nile virus,,,,,,,"    Direct Submission
  "
OX442309,West Nile virus,,,,,,,"    Direct Submission
  "
OX442310,West Nile virus,,,,,,,"    Direct Submission
  "
OX442311,West Nile virus,,,,,,,"    Direct Submission
  "
OX442312,West Nile virus,,,,,,,"    Direct Submission
  "
OX442313,West Nile virus,,,,,,,"    Direct Submission
  "
OX442347,West Nile virus,,,,,,,"    Direct Submission
  "
OX442348,West Nile virus,,,,,,,"    Direct Submission
  "
OX451204,West Nile virus,,,,,,,"    Direct Submission
  "
PP104329,West Nile virus,Italy, EmiliaRomagna,,,Magpie,45122,"    Direct Submission
  "
PP104330,West Nile virus,Italy, Lombardia,,,Culex pipiens,45122,"    Direct Submission
  "
PP104332,West Nile virus,Italy, EmiliaRomagna,,,Magpie,45135,"    Direct Submission
  "
PP104333,West Nile virus,Italy, Lombardia,,,Goshawk,45148,"    Direct Submission
  "
PP104334,West Nile virus,Italy, Lombardia,,,Crow,45148,"    Direct Submission
  "
PP104335,West Nile virus,Italy, EmiliaRomagna,,,Jay,45149,"    Direct Submission
  "
PP104336,West Nile virus,Italy, Lombardia,,,Owl,45155,"    Direct Submission
  "
PP104337,West Nile virus,Italy, Lombardia,,,Magpie,45155,"    Direct Submission
  "
PP104338,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45133,"    Direct Submission
  "
PP104339,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45135,"    Direct Submission
  "
PP104341,West Nile virus,Italy, Lombardia,,,Culex pipiens,45135,"    Direct Submission
  "
PP104343,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45118,"    Direct Submission
  "
PP104344,West Nile virus,Italy, Sardegna,,,Crow,45127,"    Direct Submission
  "
PP104345,West Nile virus,Italy, Piemonte,,,Culex pipiens,45133,"    Direct Submission
  "
PP104346,West Nile virus,Italy, Lombardia,,,Culex pipiens,45133,"    Direct Submission
  "
PP104347,West Nile virus,Italy, EmiliaRomagna,,,Magpie,45133,"    Direct Submission
  "
PP104349,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45149,"    Direct Submission
  "
PP104350,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45149,"    Direct Submission
  "
PP104351,West Nile virus,Italy, Friuli,,,Culex pipiens,45149,"    Direct Submission
  "
PP104352,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45149,"    Direct Submission
  "
PP104353,West Nile virus,Italy, Lombardia,,,Crow,45155,"    Direct Submission
  "
PP104354,West Nile virus,Italy, Veneto,,,Culex pipiens,45149,"    Direct Submission
  "
PP104355,West Nile virus,Italy, EmiliaRomagna,,,Pigeon,45149,"    Direct Submission
  "
PP104356,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45149,"    Direct Submission
  "
PP104357,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45149,"    Direct Submission
  "
PP104358,West Nile virus,Italy, Lombardia,,,Crow,45155,"    Direct Submission
  "
PP104359,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45149,"    Direct Submission
  "
PP104360,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45149,"    Direct Submission
  "
PP104361,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45149,"    Direct Submission
  "
PP104362,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45147,"    Direct Submission
  "
PP104363,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45142,"    Direct Submission
  "
PP104364,West Nile virus,Italy, Lombardia,,,Culex pipiens,45142,"    Direct Submission
  "
PP104365,West Nile virus,Italy, Lombardia,,,Culex pipiens,45142,"    Direct Submission
  "
PP104366,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45147,"    Direct Submission
  "
PP104367,West Nile virus,Italy, Piemonte,,,Crow,45147,"    Direct Submission
  "
PP104368,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45147,"    Direct Submission
  "
PP104369,West Nile virus,Italy, Veneto,,,Culex pipiens,45147,"    Direct Submission
  "
PP104370,West Nile virus,Italy, Piemonte,,,Culex pipiens,45147,"    Direct Submission
  "
PP104371,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45147,"    Direct Submission
  "
PP104372,West Nile virus,Italy, Piemonte,,,Magpie,45147,"    Direct Submission
  "
PP104373,West Nile virus,Italy, Veneto,,,Culex pipiens,45177,"    Direct Submission
  "
PP104374,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45182,"    Direct Submission
  "
PP104375,West Nile virus,Italy, Veneto,,,Culex pipiens,45177,"    Direct Submission
  "
PP104376,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45166,"    Direct Submission
  "
PP104377,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45184,"    Direct Submission
  "
PP104379,West Nile virus,Italy, Veneto,,,Culex pipiens,45162,"    Direct Submission
  "
PP104380,West Nile virus,Italy, EmiliaRomagna,,,Culex pipiens,45122,"    Direct Submission
  "
PP104381,West Nile virus,Italy, Veneto,,,Culex pipiens,45177,"    Direct Submission
  "
PP104382,West Nile virus,Italy, Veneto,,,Jay,45147,"    Direct Submission
  "
PP212878,West Nile virus,Hungary, Balkany,,urine,Homo sapiens,2023,"    Direct Submission
  "
PP212879,West Nile virus,Hungary, Budapest,,urine,Homo sapiens,2023,"    Direct Submission
  "
PP212880,West Nile virus,Hungary, Zakanyszek,,urine,Homo sapiens,2023,"    Direct Submission
  "
PP212881,West Nile virus,Hungary, Szeged,,urine,Homo sapiens,2023,"    Direct Submission
  "
PP212882,West Nile virus,Hungary, Budapest,,urine,Homo sapiens,2023,"    Direct Submission
  "
PP212883,West Nile virus,Hungary, Algyo,,urine,Homo sapiens,2023,"    Direct Submission
  "
PP524755,West Nile virus,Romania,,,mosquito pool,Culex pipiens,2023,"    Continuous and Dynamic Circulation of West Nile Virus in Mosquito
            Populations in Bucharest Area, Romania, 2017-2023
  "
PP524756,West Nile virus,Romania,,,mosquito pool,Culex pipiens,2023,"    Continuous and Dynamic Circulation of West Nile Virus in Mosquito
            Populations in Bucharest Area, Romania, 2017-2023
  "
W001,,,CA,SanDiego,,American Crow,39357,
W002,,,CA,SanDiego,,American Crow,39357,
W003,,,CA,SanDiego,,American Crow,39678,
W004,,,CA,SanDiego,,American Crow,39946,
W005,,,CA,SanDiego,,American Crow,41211,
W006,,,CA,SanDiego,,American Crow,41465,
W007,,,CA,SanDiego,,American Crow,41478,
W008,,,CA,SanDiego,,American Crow,41919,
W009,,,CA,SanDiego,,American Crow,42279,
W010,,,CA,SanDiego,,American Crow,42597,
W011,,,CA,SanDiego,,Sharp-shinned hawk,39790,
W012,,,CA,SanDiego,,Hawk,41940,
W013,,,CA,SanDiego,,Hawk,42551,
W014,,,CA,SanDiego,,Culex quinquefasciatus,41943,
W015,,,CA,SanDiego,,Culex quinquefasciatus,42237,
W016,,,CA,SanDiego,,Culex tarsalis,42506,
W017,,,CA,SanDiego,,Jaybird,39160,
W018,,,CA,SanDiego,,American Crow,39160,
W019,,,CA,SanDiego,,American Crow,39357,
W020,,,CA,SanDiego,,American Crow,39357,
W021,,,CA,SanDiego,,Hawk,39380,
W022,,,CA,SanDiego,,American Crow,39484,
W023,,,CA,SanDiego,,American Crow,39484,
W024,,,CA,SanDiego,,Sharp-shinned hawk,39526,
W025,,,CA,SanDiego,,American Crow,39554,
W026,,,CA,SanDiego,,American Crow,39582,
W027,,,CA,SanDiego,,Western Scrub Jay,39582,
W028,,,CA,SanDiego,,American Crow,39610,
W029,,,CA,SanDiego,,American Crow,39610,
W030,,,CA,SanDiego,,Sharp-shinned hawk,39624,
W031,,,CA,SanDiego,,American Crow,39706,
W032,,,CA,SanDiego,,Coopers Hawk,39624,
W033,,,CA,SanDiego,,American Crow,39667,
W034,,,CA,SanDiego,,Western Scrub Jay,39667,
W035,,,CA,SanDiego,,American Crow,39709,
W036,,,CA,SanDiego,,American Crow,39709,
W037,,,CA,SanDiego,,American Crow,39709,
W038,,,CA,SanDiego,,American Crow,39783,
W039,,,CA,SanDiego,,American Crow,39790,
W040,,,CA,SanDiego,,American Crow,39706,
W041,,,CA,SanDiego,,American Crow,39709,
W042,,,CA,SanDiego,,Red-shouldered Hawk,39833,
W043,,,CA,SanDiego,,Sharp-shinned hawk,39790,
W044,,,CA,SanDiego,,Sharp-shinned hawk,39783,
W045,,,CA,SanDiego,,American Crow,39895,
W046,,,CA,SanDiego,,Red-shouldered Hawk,39911,
W047,,,CA,SanDiego,,American Crow,39954,
W048,,,CA,SanDiego,,Sharp-shinned hawk,39804,
W049,,,CA,SanDiego,,American Crow,39982,
W050,,,CA,SanDiego,,American Crow,40071,
W051,,,CA,SanDiego,,American Crow,40086,
W052,,,CA,SanDiego,,American Crow,40095,
W053,,,CA,SanDiego,,American Crow,40156,
W054,,,CA,SanDiego,,American Crow,41478,
W055,,,CA,SanDiego,,American Crow,41487,
W056,,,CA,SanDiego,,Hawk,41487,
W057,,,CA,SanDiego,,American Crow,41526,
W058,,,CA,SanDiego,,American Crow,41579,
W059,,,CA,SanDiego,,American Crow,41585,
W060,,,CA,SanDiego,,Hawk,41585,
W061,,,CA,SanDiego,,Hawk,41857,
W062,,,CA,SanDiego,,American Crow,41837,
W063,,,CA,SanDiego,,American Crow,41864,
W064,,,CA,SanDiego,,Jay,41864,
W065,,,CA,SanDiego,,American Crow,41907,
W066,,,CA,SanDiego,,American Crow,41915,
W067,,,CA,SanDiego,,American Crow,41915,
W068,,,CA,SanDiego,,Hawk,41940,
W069,,,CA,SanDiego,,Culex quinquefasciatus,41950,
W070,,,CA,SanDiego,,Culex quinquefasciatus,41950,
W071,,,CA,SanDiego,,Hawk,41953,
W072,,,CA,SanDiego,,American Crow,41960,
W073,,,CA,SanDiego,,American Crow,41960,
W074,,,CA,SanDiego,,Raven,41991,
W075,,,CA,SanDiego,,Raven,41991,
W076,,,CA,SanDiego,,American Crow,42110,
